cliente_edad,cliente_genero,cliente_estado_civil,numero_hijos_o_dependientes,nivel_educativo,ocupacion_profesion,ingresos_estimados_rango,monto_reserva,metodo_pago,fecha_reserva,tiempo_reserva,lote_ubicacion,fecha_limite,lote_precio,lote_id,manzana,asesor,numero_visitas_proyecto_antes,numero_visitas_proyecto_despues,canal_contacto,tiempo_promedio_decision_antes_compra_dias,nivel_respuesta,promesa_regalo,cerca_avenidas,cerca_colegios,cerca_parques,estado_final,compra_final
44,F,casado,3,universitario,Arquitecto,>5000,100,yape,2025-06-09,57,"Callejón de Bernardo Pinilla, Vizcaya",2025-08-05,61162,Residencial SolI35,I,Ana Torres,2,1,WhatsApp,40,sin_respuesta,no,0,0,1,reservado,0
65,F,soltero,2,postgrado,Doctor,1500-3000,400,yape,2025-05-30,56,"Glorieta Florencia Jódar, Alicante",2025-07-25,135797,Jardines del ValleJ33,J,Pedro Sánchez,2,1,Página Web,34,tardio,no,1,1,1,transferido,0
32,F,soltero,1,tecnico,Contador,1500-3000,400,transferencia,2025-02-19,14,"Via Brunilda Varela, Alicante",2025-03-05,97262,Villa Los OlivosG19,G,María Gómez,0,1,Instagram,40,tardio,sí,1,0,1,reservado,0
37,M,soltero,1,tecnico,Ingeniero,3000-5000,200,efectivo,2025-03-19,25,"Pasadizo Rolando Catalá, Cáceres",2025-04-13,61920,Villa Los OlivosG10,G,Ana Torres,1,0,WhatsApp,10,tardio,sí,1,0,1,reservado,0
43,F,soltero,0,universitario,Comerciante,1500-3000,200,efectivo,2025-09-27,37,"C. de Germán Tomas, Soria",2025-11-03,73605,Villa Los OlivosE35,E,Ana Torres,1,0,WhatsApp,18,rapido,no,1,1,1,transferido,0
61,M,casado,3,universitario,Contador,3000-5000,500,transferencia,2025-12-15,54,"Plaza Gregorio Mariño, Santa Cruz de Tenerife",2026-02-07,79070,Jardines del ValleG38,G,Luis Pérez,1,0,Evento,29,rapido,sí,0,1,1,transferido,1
26,M,conviviente,3,tecnico,Contador,<1500,400,yape,2025-11-27,19,"Avenida Ángel Pi, Ciudad",2025-12-16,141182,Jardines del ValleD28,D,Ana Torres,0,2,Facebook,9,rapido,sí,0,1,1,transferido,0
37,M,casado,0,universitario,Ingeniero,<1500,500,yape,2025-08-10,58,"Ronda Glauco Aznar, Huelva",2025-10-07,135626,Villa Los OlivosF13,F,Ana Torres,3,1,WhatsApp,4,rapido,sí,0,0,0,transferido,0
47,M,casado,4,universitario,Profesor,<1500,200,efectivo,2025-12-26,56,"Ronda Jose Ramón Villa, Madrid",2026-02-20,197994,Residencial SolD34,D,Luis Pérez,3,3,Evento,41,sin_respuesta,sí,0,0,1,transferido,1
35,F,soltero,3,universitario,Arquitecto,>5000,500,yape,2025-03-02,42,"Avenida de Heliodoro Andres, Huelva",2025-04-13,96480,Jardines del ValleH26,H,Luis Pérez,1,0,Instagram,27,rapido,sí,0,1,0,reservado,0
55,F,soltero,4,tecnico,Contador,3000-5000,200,tarjeta,2025-10-18,47,"Vial Sosimo Acosta, Baleares",2025-12-04,79896,Villa Los OlivosJ25,J,María Gómez,0,4,Evento,7,sin_respuesta,no,1,0,1,transferido,1
52,F,casado,4,universitario,Arquitecto,<1500,100,tarjeta,2025-04-01,16,"Cañada de Ximena Parra, La Coruña",2025-04-17,99773,Jardines del ValleG30,G,Ana Torres,1,0,Facebook,43,tardio,sí,0,0,1,reservado,1
31,M,conviviente,1,tecnico,Abogado,1500-3000,500,tarjeta,2025-08-11,40,"Cuesta de Teodosio Leal, Valladolid",2025-09-20,66593,Jardines del ValleD46,D,Pedro Sánchez,1,2,Referido,29,tardio,no,0,0,1,transferido,0
49,M,casado,3,secundaria,Contador,>5000,400,yape,2025-03-29,7,"Pasaje de Curro Prieto, Ciudad",2025-04-05,93790,Residencial SolA26,A,María Gómez,0,2,Referido,4,tardio,sí,0,0,0,transferido,1
54,F,casado,4,secundaria,Profesor,1500-3000,100,tarjeta,2025-08-09,29,"Ronda de Pepito Font, Córdoba",2025-09-07,79011,Villa Los OlivosE16,E,Pedro Sánchez,2,0,Referido,24,rapido,no,0,0,0,transferido,1
47,F,soltero,0,postgrado,Doctor,1500-3000,200,transferencia,2025-12-05,51,"Glorieta de Anastasia Somoza, Granada",2026-01-25,89498,Villa Los OlivosI42,I,Ana Torres,2,1,WhatsApp,22,rapido,no,0,0,1,transferido,0
35,F,soltero,2,universitario,Comerciante,3000-5000,400,yape,2025-09-29,35,"Ronda de Osvaldo Riera, Toledo",2025-11-03,134848,Residencial SolF45,F,Luis Pérez,1,2,Facebook,19,sin_respuesta,sí,1,1,0,transferido,0
46,F,casado,3,universitario,Doctor,1500-3000,500,tarjeta,2025-09-11,55,"Acceso de Anunciación Vigil, Segovia",2025-11-05,52367,Residencial SolJ33,J,Juan Rojas,0,3,Página Web,12,tardio,no,0,0,0,transferido,1
53,F,soltero,4,postgrado,Contador,1500-3000,500,efectivo,2025-02-22,34,"Acceso Abraham Gallego, Valladolid",2025-03-28,158004,Villa Los OlivosE9,E,Pedro Sánchez,0,1,Instagram,20,tardio,no,1,0,0,reservado,1
56,M,casado,3,secundaria,Comerciante,<1500,500,yape,2025-02-20,26,"Vial Gala Castrillo, Tarragona",2025-03-18,169874,Jardines del ValleH37,H,Pedro Sánchez,0,1,Evento,30,tardio,no,0,1,0,transferido,1
50,F,casado,1,secundaria,Ingeniero,1500-3000,500,transferencia,2025-05-06,26,"Plaza de Julián Cid, Barcelona",2025-06-01,182138,Residencial SolI23,I,Pedro Sánchez,1,2,Instagram,6,tardio,sí,0,1,0,reservado,0
58,F,soltero,4,universitario,Doctor,1500-3000,300,yape,2025-02-05,58,"Acceso Aroa Cózar, Ceuta",2025-04-04,190623,Residencial SolH16,H,Pedro Sánchez,1,2,WhatsApp,48,tardio,sí,0,1,1,reservado,1
41,F,soltero,2,tecnico,Abogado,1500-3000,500,efectivo,2025-06-21,58,"Avenida de Cosme Cobo, Valladolid",2025-08-18,184943,Residencial SolE50,E,Luis Pérez,1,1,Evento,9,tardio,no,1,0,1,reservado,0
35,F,soltero,0,secundaria,Doctor,<1500,100,efectivo,2025-06-24,25,"Callejón Imelda Vilanova, Segovia",2025-07-19,154913,Jardines del ValleF11,F,Juan Rojas,1,1,Facebook,4,tardio,sí,1,0,0,transferido,0
47,M,divorciado,2,secundaria,Arquitecto,3000-5000,300,transferencia,2025-07-07,43,"Avenida Urbano Adadia, Barcelona",2025-08-19,191459,Jardines del ValleI12,I,Pedro Sánchez,2,1,Facebook,35,tardio,sí,0,1,1,reservado,0
59,M,casado,1,tecnico,Comerciante,<1500,400,transferencia,2025-04-29,60,"Rambla Luciana Blanch, Sevilla",2025-06-28,118658,Villa Los OlivosA22,A,Juan Rojas,3,1,WhatsApp,34,tardio,sí,1,0,0,reservado,0
34,F,conviviente,4,universitario,Arquitecto,<1500,200,efectivo,2025-08-12,20,"Pasadizo de Álvaro Barragán, Ourense",2025-09-01,50165,Villa Los OlivosF27,F,Ana Torres,1,3,Facebook,29,rapido,sí,0,1,0,transferido,0
31,F,casado,0,universitario,Contador,1500-3000,400,yape,2025-08-20,25,"Pasadizo Eutropio Revilla, Cádiz",2025-09-14,151555,Villa Los OlivosF47,F,María Gómez,2,0,Facebook,39,tardio,sí,0,1,0,transferido,0
53,F,soltero,4,secundaria,Profesor,<1500,500,tarjeta,2025-08-06,55,"Plaza Sancho Alemán, Albacete",2025-09-30,181767,Villa Los OlivosE50,E,Ana Torres,1,2,Evento,12,rapido,no,1,0,1,transferido,1
35,F,soltero,2,tecnico,Contador,3000-5000,100,yape,2025-02-20,47,"Calle de Íngrid Donoso, Cáceres",2025-04-08,79621,Villa Los OlivosA42,A,Ana Torres,0,3,Facebook,17,rapido,sí,1,1,1,reservado,0
39,F,casado,1,universitario,Abogado,<1500,100,efectivo,2025-01-17,32,"Glorieta de Elías Ponce, Huelva",2025-02-18,61341,Residencial SolF45,F,Luis Pérez,1,0,Página Web,18,sin_respuesta,no,1,1,0,reservado,0
48,M,casado,2,tecnico,Abogado,3000-5000,500,yape,2025-12-05,14,"Alameda de María José Elorza, Girona",2025-12-19,83042,Residencial SolF28,F,Luis Pérez,2,1,Referido,28,tardio,no,0,1,0,transferido,0
33,F,casado,2,secundaria,Profesor,1500-3000,400,yape,2025-04-21,14,"Cuesta de Eva Perez, Tarragona",2025-05-05,97395,Residencial SolJ39,J,Luis Pérez,0,0,Instagram,14,rapido,sí,0,1,1,transferido,0
26,F,soltero,2,universitario,Profesor,>5000,300,yape,2025-03-05,41,"Vial de Priscila Pazos, Murcia",2025-04-15,129580,Residencial SolD14,D,Juan Rojas,0,1,Referido,36,rapido,no,1,0,0,reservado,0
63,F,conviviente,3,secundaria,Abogado,<1500,500,tarjeta,2025-08-05,21,"Ronda de Hernando Guardiola, Cádiz",2025-08-26,190083,Villa Los OlivosF24,F,Luis Pérez,1,2,Facebook,14,rapido,no,0,1,1,transferido,1
46,F,soltero,2,tecnico,Doctor,>5000,200,transferencia,2025-12-04,7,"Alameda Etelvina Montserrat, Navarra",2025-12-11,64773,Jardines del ValleH6,H,Pedro Sánchez,1,0,Instagram,0,tardio,sí,1,0,1,transferido,0
29,F,soltero,1,postgrado,Doctor,3000-5000,200,efectivo,2025-08-12,38,"Plaza de Delia Acosta, Valladolid",2025-09-19,171455,Residencial SolC43,C,Luis Pérez,1,2,WhatsApp,8,rapido,sí,1,0,0,transferido,0
64,F,soltero,1,tecnico,Comerciante,1500-3000,500,tarjeta,2025-09-08,27,"Cuesta Jose Ramón Jerez, La Coruña",2025-10-05,195265,Residencial SolE35,E,María Gómez,1,2,WhatsApp,33,rapido,sí,1,1,1,transferido,0
47,M,casado,4,tecnico,Contador,1500-3000,300,tarjeta,2025-09-15,14,"C. Pía Sacristán, Málaga",2025-09-29,156451,Jardines del ValleJ43,J,Ana Torres,0,1,Página Web,11,rapido,no,0,1,1,transferido,1
29,M,soltero,3,universitario,Abogado,1500-3000,100,yape,2025-05-01,26,"Acceso Rufino Sanabria, Madrid",2025-05-27,145229,Residencial SolF40,F,Ana Torres,0,2,Evento,24,rapido,sí,1,1,1,transferido,0
55,M,casado,3,tecnico,Arquitecto,1500-3000,300,transferencia,2025-11-15,56,"Paseo Evangelina Morell, Salamanca",2026-01-10,143486,Residencial SolH30,H,Luis Pérez,2,1,WhatsApp,29,tardio,sí,0,0,0,transferido,1
54,M,casado,4,tecnico,Abogado,1500-3000,300,efectivo,2025-06-12,19,"Cañada Eusebio Roldán, Cuenca",2025-07-01,170445,Residencial SolH34,H,Pedro Sánchez,0,1,Página Web,46,rapido,no,0,0,1,reservado,1
39,F,casado,3,secundaria,Comerciante,3000-5000,100,transferencia,2025-07-08,14,"Plaza de Melchor Escalona, Cádiz",2025-07-22,101179,Residencial SolJ14,J,Luis Pérez,1,4,Facebook,11,rapido,sí,0,1,1,reservado,0
58,M,soltero,0,universitario,Profesor,<1500,200,tarjeta,2025-11-20,41,"Plaza Moisés Caballero, Ceuta",2025-12-31,182652,Residencial SolB5,B,Juan Rojas,3,2,Evento,5,sin_respuesta,sí,1,0,0,transferido,0
59,F,conviviente,1,secundaria,Doctor,<1500,200,yape,2025-06-11,18,"Acceso de Bernardino Giménez, Teruel",2025-06-29,163978,Villa Los OlivosB23,B,Pedro Sánchez,0,0,Página Web,25,rapido,no,0,1,0,reservado,0
53,F,divorciado,3,universitario,Profesor,1500-3000,200,efectivo,2025-08-06,53,"Glorieta de Juanita Martin, Guipúzcoa",2025-09-28,135835,Villa Los OlivosB21,B,Luis Pérez,0,2,WhatsApp,39,sin_respuesta,sí,0,1,1,transferido,1
47,F,conviviente,2,postgrado,Contador,>5000,100,efectivo,2025-01-03,31,"Ronda Felipa Gomez, Vizcaya",2025-02-03,123194,Residencial SolI4,I,María Gómez,2,0,Instagram,7,tardio,no,0,0,1,reservado,0
62,F,casado,2,secundaria,Comerciante,<1500,400,tarjeta,2025-08-31,59,"Cañada Yéssica Tolosa, Lugo",2025-10-29,105024,Jardines del ValleH29,H,Luis Pérez,1,1,Página Web,4,sin_respuesta,no,0,0,0,transferido,0
49,F,casado,3,secundaria,Abogado,1500-3000,500,transferencia,2025-08-16,51,"Via Inmaculada Manuel, Zamora",2025-10-06,57600,Jardines del ValleJ39,J,Pedro Sánchez,0,3,Facebook,39,sin_respuesta,sí,0,0,0,transferido,1
55,M,conviviente,1,universitario,Comerciante,<1500,500,transferencia,2025-03-20,17,"Avenida Valeria Fortuny, Lugo",2025-04-06,139228,Jardines del ValleA35,A,Luis Pérez,1,1,Evento,9,tardio,sí,0,1,0,reservado,0
58,F,conviviente,3,secundaria,Abogado,3000-5000,500,yape,2025-01-20,24,"Camino Dalila Díez, Toledo",2025-02-13,152200,Villa Los OlivosB35,B,María Gómez,0,1,WhatsApp,43,rapido,no,0,0,0,reservado,1
53,M,casado,3,postgrado,Comerciante,<1500,400,transferencia,2025-12-09,29,"Glorieta Fito Cortes, Madrid",2026-01-07,199688,Villa Los OlivosJ47,J,María Gómez,2,0,Referido,5,rapido,sí,0,0,1,transferido,1
34,M,soltero,4,tecnico,Profesor,<1500,100,tarjeta,2025-07-14,45,"Glorieta Ángeles Barrio, Lleida",2025-08-28,191246,Villa Los OlivosB38,B,Juan Rojas,0,1,Evento,18,sin_respuesta,sí,1,0,0,transferido,0
65,F,soltero,2,universitario,Ingeniero,3000-5000,500,tarjeta,2025-09-27,26,"Acceso de Vicenta Arjona, Vizcaya",2025-10-23,188705,Jardines del ValleE34,E,María Gómez,0,1,Facebook,8,tardio,no,1,1,1,transferido,0
56,M,casado,1,secundaria,Comerciante,>5000,200,yape,2025-12-13,18,"Ronda de Sebastián Cuevas, León",2025-12-31,71757,Residencial SolB18,B,Ana Torres,0,4,Evento,0,tardio,sí,1,0,0,transferido,0
52,M,soltero,4,universitario,Arquitecto,3000-5000,500,transferencia,2025-10-24,60,"Paseo de Marina Téllez, Barcelona",2025-12-23,178892,Villa Los OlivosA14,A,Luis Pérez,3,3,Evento,9,tardio,sí,1,1,1,transferido,1
64,M,soltero,4,secundaria,Arquitecto,3000-5000,100,efectivo,2025-05-05,30,"Pasaje Herberto Abascal, Ourense",2025-06-04,62319,Residencial SolF37,F,Juan Rojas,1,0,Referido,48,tardio,no,1,1,1,reservado,1
39,F,casado,4,tecnico,Ingeniero,3000-5000,400,tarjeta,2025-03-20,41,"Alameda Iris Ribes, Palencia",2025-04-30,182275,Jardines del ValleI28,I,María Gómez,1,1,WhatsApp,16,rapido,sí,0,0,1,reservado,0
37,M,soltero,2,secundaria,Contador,1500-3000,100,transferencia,2025-01-16,43,"Acceso Lisandro Bartolomé, Huesca",2025-02-28,81945,Villa Los OlivosH48,H,Ana Torres,2,0,Facebook,10,sin_respuesta,sí,0,0,1,reservado,0
61,F,conviviente,2,secundaria,Abogado,1500-3000,200,tarjeta,2025-11-12,14,"Plaza de Gertrudis Segovia, Cantabria",2025-11-26,141635,Villa Los OlivosB1,B,María Gómez,1,2,WhatsApp,37,tardio,sí,0,0,1,transferido,0
58,F,conviviente,4,universitario,Arquitecto,1500-3000,500,efectivo,2025-09-14,9,"Glorieta de Jimena Bertrán, Ávila",2025-09-23,82248,Villa Los OlivosG3,G,Pedro Sánchez,1,2,Facebook,41,tardio,no,0,1,1,transferido,1
54,M,soltero,2,tecnico,Profesor,3000-5000,300,tarjeta,2025-09-15,20,"Paseo Alfredo Zapata, Alicante",2025-10-05,180073,Residencial SolA9,A,Pedro Sánchez,1,1,Página Web,40,sin_respuesta,no,1,1,0,transferido,0
47,F,casado,0,tecnico,Comerciante,1500-3000,100,tarjeta,2025-09-08,58,"Pasadizo Guiomar Pera, Santa Cruz de Tenerife",2025-11-05,113437,Residencial SolC29,C,María Gómez,1,1,Instagram,28,tardio,sí,1,1,0,transferido,0
52,M,casado,2,secundaria,Abogado,3000-5000,300,transferencia,2025-04-07,12,"Paseo de Zacarías Riquelme, Toledo",2025-04-19,114568,Villa Los OlivosA41,A,Juan Rojas,2,0,Página Web,42,rapido,no,1,0,1,reservado,0
61,M,soltero,3,universitario,Abogado,1500-3000,500,yape,2025-05-02,25,"Calle de Jennifer Lasa, Valladolid",2025-05-27,149570,Residencial SolG16,G,Ana Torres,1,0,Facebook,8,sin_respuesta,sí,1,1,1,reservado,1
55,F,casado,0,tecnico,Doctor,3000-5000,200,tarjeta,2025-08-09,45,"Paseo Alexandra Garzón, Ceuta",2025-09-23,192790,Residencial SolJ3,J,Luis Pérez,0,0,Facebook,36,rapido,no,0,0,1,transferido,0
40,F,soltero,3,secundaria,Doctor,3000-5000,100,transferencia,2025-08-21,23,"Acceso de Morena Iñiguez, Lugo",2025-09-13,116817,Villa Los OlivosG27,G,Juan Rojas,0,1,Facebook,20,tardio,sí,1,1,0,transferido,0
64,F,conviviente,4,universitario,Abogado,3000-5000,100,efectivo,2025-09-02,59,"Cuesta de Regina Moya, Segovia",2025-10-31,190355,Villa Los OlivosG5,G,María Gómez,0,0,Instagram,35,tardio,no,0,1,0,transferido,1
27,M,soltero,2,tecnico,Contador,3000-5000,300,efectivo,2025-01-12,38,"Pasaje Águeda Pinilla, Navarra",2025-02-19,85486,Residencial SolE3,E,Ana Torres,0,2,Evento,39,sin_respuesta,sí,1,1,1,transferido,0
38,F,soltero,1,secundaria,Doctor,1500-3000,400,yape,2025-06-21,47,"Rambla Abel Ramírez, Salamanca",2025-08-07,119021,Jardines del ValleE10,E,Ana Torres,0,1,Evento,42,tardio,no,1,0,1,reservado,0
62,F,conviviente,0,secundaria,Arquitecto,3000-5000,100,tarjeta,2025-06-07,43,"Pasaje Melchor Esteban, Madrid",2025-07-20,157940,Villa Los OlivosE30,E,Pedro Sánchez,0,1,Facebook,31,tardio,sí,0,1,0,reservado,0
61,M,casado,4,secundaria,Doctor,<1500,300,efectivo,2025-05-04,36,"Plaza Ale Niño, Cuenca",2025-06-09,183469,Residencial SolH26,H,María Gómez,0,0,Evento,30,rapido,no,0,1,1,reservado,1
59,F,casado,0,universitario,Doctor,>5000,200,transferencia,2025-06-10,24,"Pasadizo Antonio Lamas, Valencia",2025-07-04,168885,Residencial SolF8,F,Ana Torres,1,1,Referido,5,rapido,sí,0,0,1,transferido,0
31,F,soltero,4,universitario,Arquitecto,<1500,500,efectivo,2025-07-04,26,"Glorieta de Eliseo Moraleda, Cantabria",2025-07-30,103240,Jardines del ValleG36,G,Ana Torres,0,1,Página Web,33,rapido,sí,1,0,1,reservado,0
57,F,soltero,3,secundaria,Doctor,1500-3000,500,efectivo,2025-12-14,39,"Plaza de Mateo Calleja, Ávila",2026-01-22,144147,Villa Los OlivosI49,I,Juan Rojas,2,1,Referido,38,rapido,sí,1,0,1,transferido,1
55,F,conviviente,1,secundaria,Ingeniero,1500-3000,400,transferencia,2025-05-12,52,"Vial Remedios Guillen, Teruel",2025-07-03,110961,Villa Los OlivosD14,D,Ana Torres,0,2,Página Web,16,sin_respuesta,sí,0,1,1,transferido,0
37,F,casado,4,universitario,Ingeniero,<1500,100,transferencia,2025-09-06,15,"Urbanización Teófilo Pol, Soria",2025-09-21,153782,Villa Los OlivosA40,A,Luis Pérez,0,4,Evento,44,rapido,no,0,0,0,transferido,0
35,M,casado,2,tecnico,Ingeniero,1500-3000,300,efectivo,2025-06-06,36,"C. Azahara Carbonell, Valladolid",2025-07-12,168019,Residencial SolC3,C,María Gómez,0,2,Facebook,44,rapido,sí,0,1,0,transferido,0
26,M,soltero,2,secundaria,Contador,<1500,300,efectivo,2025-12-05,13,"Calle de Florencia Mateos, Madrid",2025-12-18,121332,Jardines del ValleE49,E,Pedro Sánchez,1,0,Referido,37,tardio,sí,1,1,0,transferido,0
28,F,casado,2,universitario,Contador,1500-3000,200,efectivo,2025-08-04,16,"Via Francisco Larrañaga, La Rioja",2025-08-20,87864,Jardines del ValleE24,E,Ana Torres,1,0,Página Web,9,tardio,no,0,1,1,transferido,0
34,F,soltero,3,universitario,Abogado,<1500,500,yape,2025-07-12,18,"Callejón Íngrid Alcalde, Guipúzcoa",2025-07-30,103657,Villa Los OlivosH2,H,Juan Rojas,0,1,Evento,35,rapido,sí,0,0,1,reservado,0
36,F,casado,1,universitario,Ingeniero,<1500,300,tarjeta,2025-07-09,33,"Via de Ámbar Crespi, Burgos",2025-08-11,95191,Residencial SolB32,B,Luis Pérez,1,2,WhatsApp,6,rapido,sí,1,1,0,reservado,0
37,F,casado,3,secundaria,Profesor,3000-5000,100,efectivo,2025-12-06,20,"Vial de Clímaco Salom, Guipúzcoa",2025-12-26,150003,Jardines del ValleI40,I,Ana Torres,1,2,Referido,5,tardio,sí,0,1,0,transferido,0
53,M,casado,3,secundaria,Ingeniero,1500-3000,500,yape,2025-12-25,56,"Pasaje de Victorino Perea, Barcelona",2026-02-19,137876,Residencial SolA10,A,Ana Torres,0,2,Facebook,35,rapido,sí,1,0,0,transferido,1
61,F,conviviente,3,secundaria,Doctor,1500-3000,200,efectivo,2025-10-31,7,"Acceso de Imelda Acevedo, Almería",2025-11-07,58172,Residencial SolG47,G,Pedro Sánchez,1,2,Evento,25,rapido,no,0,1,1,transferido,1
28,M,conviviente,0,tecnico,Profesor,1500-3000,300,efectivo,2025-04-19,7,"Urbanización de Emigdio Torrecilla, Teruel",2025-04-26,197609,Residencial SolH39,H,María Gómez,1,3,Instagram,17,tardio,sí,0,0,1,transferido,0
37,M,casado,0,secundaria,Contador,<1500,400,efectivo,2025-02-05,13,"Cuesta de Isabela Luna, La Rioja",2025-02-18,74516,Residencial SolD40,D,Luis Pérez,2,2,Instagram,31,sin_respuesta,sí,0,1,0,transferido,0
29,F,casado,3,tecnico,Profesor,<1500,100,yape,2025-12-12,58,"Cuesta de Mario Nogués, Asturias",2026-02-08,56540,Villa Los OlivosG37,G,Ana Torres,0,0,Instagram,16,tardio,no,0,0,1,transferido,0
56,M,conviviente,2,tecnico,Comerciante,1500-3000,400,efectivo,2025-05-26,60,"Callejón Teodora Arco, Soria",2025-07-25,174246,Residencial SolE48,E,Ana Torres,1,1,Evento,24,rapido,sí,0,1,0,reservado,0
28,M,casado,0,tecnico,Arquitecto,<1500,200,yape,2025-10-13,18,"Vial Mariano Caballero, Sevilla",2025-10-31,84536,Residencial SolE20,E,María Gómez,0,0,Página Web,6,tardio,no,0,0,0,transferido,0
34,F,soltero,3,tecnico,Doctor,3000-5000,400,efectivo,2025-07-01,16,"C. Paola Bellido, Ávila",2025-07-17,71569,Jardines del ValleB42,B,María Gómez,1,3,Evento,34,rapido,sí,1,1,0,reservado,0
36,F,soltero,1,postgrado,Comerciante,1500-3000,400,yape,2025-06-24,48,"Pasaje de Angelina Tolosa, Córdoba",2025-08-11,160275,Villa Los OlivosE20,E,Luis Pérez,0,1,Instagram,30,tardio,no,1,1,0,reservado,0
51,M,conviviente,2,tecnico,Contador,3000-5000,200,yape,2025-06-21,8,"Callejón de Amador Jover, La Coruña",2025-06-29,196064,Residencial SolB15,B,María Gómez,0,0,Evento,27,tardio,sí,0,0,0,transferido,0
32,F,casado,4,tecnico,Ingeniero,<1500,300,transferencia,2025-08-17,27,"Via de Carlito Girón, Álava",2025-09-13,78951,Residencial SolF45,F,Ana Torres,1,1,Facebook,46,tardio,sí,0,0,1,transferido,0
63,F,soltero,4,postgrado,Abogado,3000-5000,400,transferencia,2025-07-09,50,"Callejón Noa Salvà, Segovia",2025-08-28,184662,Jardines del ValleG35,G,Juan Rojas,0,1,Evento,15,tardio,no,1,0,1,transferido,1
25,F,conviviente,4,universitario,Abogado,3000-5000,400,efectivo,2025-07-12,54,"Plaza Humberto Mate, Cuenca",2025-09-04,184000,Jardines del ValleD30,D,Ana Torres,1,0,Página Web,34,tardio,sí,0,1,0,transferido,0
61,M,soltero,4,universitario,Profesor,<1500,500,efectivo,2025-07-17,12,"Camino Carla Peral, Córdoba",2025-07-29,84243,Residencial SolI6,I,Pedro Sánchez,1,1,Evento,22,rapido,no,1,0,1,transferido,1
50,M,conviviente,4,universitario,Arquitecto,<1500,400,tarjeta,2025-10-16,41,"Alameda Domingo Vera, Soria",2025-11-26,123033,Residencial SolA4,A,Luis Pérez,1,2,Página Web,40,rapido,no,0,0,1,transferido,1
57,M,soltero,3,tecnico,Ingeniero,1500-3000,400,efectivo,2025-04-19,27,"Camino de Juanito Carrión, Santa Cruz de Tenerife",2025-05-16,157536,Villa Los OlivosG18,G,Pedro Sánchez,3,0,Evento,36,rapido,no,0,1,1,transferido,1
29,M,conviviente,2,secundaria,Doctor,3000-5000,100,tarjeta,2025-12-21,7,"Vial Rafael Cisneros, Ceuta",2025-12-28,88898,Residencial SolC10,C,Juan Rojas,1,3,WhatsApp,38,rapido,no,0,0,1,transferido,0
28,M,divorciado,2,secundaria,Ingeniero,<1500,200,efectivo,2025-12-06,57,"Plaza Micaela Peña, Ávila",2026-02-01,115186,Residencial SolA14,A,Juan Rojas,0,2,Evento,41,tardio,no,0,0,0,transferido,0
64,M,casado,2,secundaria,Ingeniero,1500-3000,200,efectivo,2025-09-17,12,"Ronda Juan Manuel Gascón, Badajoz",2025-09-29,198931,Villa Los OlivosG30,G,Pedro Sánchez,1,2,Evento,27,rapido,sí,0,1,0,transferido,0
62,M,casado,3,universitario,Profesor,3000-5000,100,efectivo,2025-10-26,15,"Camino de Joaquín Portillo, Ávila",2025-11-10,111629,Residencial SolB26,B,Luis Pérez,0,0,WhatsApp,42,tardio,no,0,0,0,transferido,1
64,M,conviviente,3,universitario,Profesor,3000-5000,500,yape,2025-07-17,41,"Avenida de Héctor Valderrama, Almería",2025-08-27,128696,Jardines del ValleH48,H,María Gómez,0,3,Evento,19,rapido,sí,0,1,0,transferido,1
40,M,casado,1,tecnico,Ingeniero,1500-3000,300,yape,2025-05-31,24,"Callejón Brunilda Valentín, Salamanca",2025-06-24,185017,Villa Los OlivosG31,G,Pedro Sánchez,0,1,Evento,1,tardio,sí,0,1,1,reservado,0
53,M,casado,2,tecnico,Ingeniero,3000-5000,100,tarjeta,2025-12-01,49,"Acceso Pánfilo Pombo, Ávila",2026-01-19,74239,Jardines del ValleG8,G,María Gómez,0,0,Facebook,19,tardio,no,0,1,0,transferido,0
61,F,soltero,3,universitario,Doctor,3000-5000,500,tarjeta,2025-04-10,11,"Cañada de Antonio Mulet, Álava",2025-04-21,53155,Villa Los OlivosE22,E,María Gómez,0,2,Instagram,12,rapido,no,1,1,1,reservado,1
51,F,casado,1,tecnico,Ingeniero,3000-5000,200,transferencia,2025-09-14,25,"C. América Gargallo, Sevilla",2025-10-09,115636,Jardines del ValleF49,F,Juan Rojas,3,0,Página Web,22,sin_respuesta,no,0,1,1,transferido,0
31,M,casado,4,universitario,Comerciante,1500-3000,200,efectivo,2025-06-03,52,"Cañada Geraldo Raya, Burgos",2025-07-25,86511,Residencial SolG29,G,Ana Torres,2,1,Página Web,18,tardio,sí,0,0,0,transferido,0
57,F,divorciado,4,tecnico,Comerciante,1500-3000,200,tarjeta,2025-06-15,32,"Rambla de Cornelio Pérez, Albacete",2025-07-17,89135,Villa Los OlivosI10,I,Ana Torres,1,2,Página Web,27,tardio,sí,0,1,1,transferido,1
56,F,casado,2,universitario,Contador,1500-3000,500,efectivo,2025-11-06,57,"Plaza Santiago Sainz, Santa Cruz de Tenerife",2026-01-02,109611,Jardines del ValleI23,I,Juan Rojas,0,2,Instagram,9,rapido,no,0,0,1,transferido,0
39,F,soltero,1,secundaria,Profesor,3000-5000,300,tarjeta,2025-10-08,17,"Acceso de Concepción Clemente, Huelva",2025-10-25,72856,Villa Los OlivosD27,D,María Gómez,3,2,Facebook,37,tardio,sí,1,1,1,transferido,0
